Time,link_id,Interval,PowerTLTMmin,PowerTLTMmax,PowerRLTMmin,PowerRLTMmax
2015-01-07 19:30:00,b063-a409,15,15,16,-74.0,-57.7
2015-01-07 19:45:00,b063-a409,15,15,16,-70.0,-55.5
2015-01-07 20:00:00,b063-a409,15,15,16,-70.3,-63.4
2015-01-07 20:15:00,b063-a409,15,15,16,-70.6,-54.6
2015-01-07 20:30:00,b063-a409,15,15,16,-58.4,-55.2
2015-01-07 20:45:00,b063-a409,15,15,16,-79.4,-57.1
2015-01-07 21:00:00,b063-a409,15,15,16,-75.9,-67.1
2015-01-07 21:15:00,b063-a409,15,14,16,-77.2,-60.9
2015-01-07 21:30:00,b063-a409,15,15,16,-65.6,-59.3
2015-01-07 21:45:00,b063-a409,15,15,16,-66.5,-62.1
2015-01-07 22:00:00,b063-a409,15,15,16,-75.9,-62.7
2015-01-07 22:15:00,b063-a409,15,15,16,-71.8,-59.6
2015-01-11 00:15:00,b063-a409,15,10,13,-45.8,-45.2
2015-01-11 00:15:00,b063-a409,15,10,13,-45.8,-45.2
2015-01-11 00:30:00,b063-a409,15,11,15,-45.8,-45.2
2015-01-11 00:45:00,b063-a409,15,13,16,-51.8,-45.2
2015-01-11 01:00:00,b063-a409,15,15,16,-55.8,-49.9
2015-01-11 01:15:00,b063-a409,15,15,16,-57.1,-52.4
2015-01-11 01:30:00,b063-a409,15,15,16,-60.2,-53.0
2015-01-11 01:45:00,b063-a409,15,15,16,-77.5,-58.4
2015-01-11 02:00:00,b063-a409,15,15,16,-78.7,-64.3
2015-01-11 02:15:00,b063-a409,15,15,16,-73.4,-64.3
2015-01-11 11:30:00,b063-a409,15,9,11,-45.8,-45.2
2015-01-11 11:45:00,b063-a409,15,9,10,-45.8,-45.2
2015-01-11 12:00:00,b063-a409,15,9,10,-45.8,-45.2
2015-01-11 12:15:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 12:30:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 12:45:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 13:00:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 13:15:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 13:30:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 13:45:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 14:00:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 14:15:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 14:30:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 14:45:00,b063-a409,15,7,9,-45.8,-45.2
2015-01-11 15:00:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-11 15:15:00,b063-a409,15,8,8,-45.8,-45.2
2015-01-14 09:15:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 09:30:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 09:45:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 10:00:00,b063-a409,15,7,9,-45.8,-45.2
2015-01-14 10:15:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 10:30:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 10:45:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 11:00:00,b063-a409,15,8,8,-45.8,-45.2
2015-01-14 11:15:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 11:30:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 11:45:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 12:00:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 12:15:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 12:30:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 12:45:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 13:00:00,b063-a409,15,8,9,-45.8,-45.2
2015-01-14 13:15:00,b063-a409,15,8,9,-45.8,-45.2
