Time,PowerTLTMmax[dBm]_baseline,PowerTLTMmin[dBm]_baseline,PowerRLTMmax[dBm]_baseline,PowerRLTMmin[dBm]_baseline
2015-01-27 20:30:00,14,12,-50.2,-50.8
2015-01-27 20:40:00,14,12,-50.2,-50.8
2015-01-27 20:50:00,14,12,-50.2,-50.8
2015-01-27 21:00:00,14,12,-50.2,-50.8
2015-01-27 21:10:00,14,12,-50.2,-50.8
2015-01-27 21:20:00,14,12,-50.2,-50.8
2015-01-27 21:30:00,14,12,-50.2,-50.8
2015-01-27 21:40:00,14,12,-50.2,-50.8
2015-01-27 21:50:00,14,12,-50.2,-50.8
2015-01-27 22:00:00,14,13,-50.2,-50.8
2015-01-27 22:10:00,14,13,-50.2,-50.8
2015-01-27 22:20:00,14,12,-50.2,-50.8
2015-01-27 22:30:00,13,12,-50.2,-50.8
2015-01-27 22:40:00,13,12,-50.2,-50.8
2015-01-27 22:50:00,13,12,-50.2,-50.8
2015-01-27 23:00:00,13,12,-50.2,-50.8
2015-01-27 23:10:00,13,12,-50.2,-50.8
2015-01-27 23:20:00,13,12,-50.2,-50.8
2015-01-27 23:30:00,13,12,-50.2,-50.8
2015-01-27 23:40:00,13,12,-50.2,-50.8
2015-01-27 23:50:00,13,12,-50.2,-50.8
2015-01-28 00:00:00,13,13,-50.2,-50.8
2015-01-28 00:10:00,13,13,-50.2,-50.8
2015-01-28 00:20:00,14,12,-50.2,-50.8
2015-01-28 00:30:00,13,12,-50.2,-50.8
2015-01-28 00:40:00,13,12,-50.2,-50.8
2015-01-28 00:50:00,13,12,-50.2,-50.8
2015-01-28 01:00:00,13,12,-50.2,-50.8
2015-01-28 01:10:00,13,12,-50.2,-50.8
2015-01-28 01:20:00,13,12,-50.2,-50.8
2015-01-28 01:30:00,13,12,-50.2,-50.8
2015-01-28 01:40:00,13,12,-50.2,-50.8
2015-01-28 01:50:00,13,12,-50.2,-50.8
2015-01-28 02:00:00,13,12,-50.2,-50.8
2015-01-28 02:10:00,13,12,-50.2,-50.8
2015-01-28 02:20:00,13,12,-50.2,-50.8
2015-01-28 02:30:00,13,13,-50.2,-50.8
2015-01-28 02:40:00,13,13,-50.2,-50.8
2015-01-28 02:50:00,14,13,-50.2,-50.8
2015-01-28 03:00:00,14,13,-50.2,-50.8
2015-01-28 03:10:00,14,13,-50.2,-50.8
2015-01-28 03:20:00,14,13,-50.2,-50.8
2015-01-28 03:30:00,14,13,-50.2,-50.8
2015-01-28 03:40:00,14,13,-50.2,-50.8
2015-01-28 03:50:00,14,12,-50.2,-50.8
2015-01-28 04:00:00,14,12,-50.2,-50.8
2015-01-28 04:10:00,14,12,-50.2,-50.8
2015-01-28 04:20:00,14,12,-50.2,-50.8
