channelId,name,alias,active,typeId,pollutantId,units,description
1,Grad,,True,52,,w/m2,
2,DiffR,,True,77,,w/m2,
3,NIP,,True,79,,w/m2,
4,RH,,True,27,,%,
5,TD,,True,32,,degC,
6,WS,,True,4,,m/sec,
8,WD,,True,22,,deg,
9,STDwd,,True,3,,deg,
12,Rain,,True,1,,mm,
15,TDmax,,True,41,,degC,
16,TDmin,,True,42,,degC,
18,WSmax,,True,5,,m/sec,
19,WDmax,,True,23,,deg,
20,WS1mm,,True,6,,m/sec,
21,Ws10mm,,True,144,,m/sec,
22,Time,,True,102,,hhmm,
25,BP,,True,84,,mb,
