Time,link_id,Interval,PowerTLTMmin,PowerTLTMmax,PowerRLTMmin,PowerRLTMmax
2015-02-04 10:30:00,b394-ts04,15,10,11,-45.8,-45.2
2015-02-13 23:00:00,b394-ts04,15,10,11,-45.8,-45.2
