Time,RR[mm/h]
2013-01-15 04:30:00,0.0
2013-01-15 04:45:00,0.0
2013-01-15 05:00:00,0.0
2013-01-15 05:15:00,0.0
2013-01-15 05:30:00,0.0
2013-01-15 05:45:00,0.0
2013-01-15 06:00:00,0.0
2013-01-15 06:15:00,0.0
2013-01-15 06:30:00,0.0
2013-01-15 06:45:00,0.0
2013-01-15 07:00:00,0.0
2013-01-15 07:15:00,0.0
2013-01-15 07:30:00,0.0
2013-01-15 07:45:00,0.0
2013-01-15 08:00:00,0.0
2013-01-15 08:15:00,0.0
2013-01-15 08:30:00,0.0
2013-01-15 08:45:00,0.0
2013-01-15 09:00:00,0.0
2013-01-15 09:15:00,0.0
2013-01-15 09:30:00,0.0
2013-01-15 09:45:00,0.0
2013-01-15 10:00:00,0.0
2013-01-15 10:15:00,0.0
2013-01-15 10:30:00,0.0
2013-01-15 10:45:00,0.0
2013-01-15 11:00:00,0.0
2013-01-15 11:15:00,0.0
2013-01-15 11:30:00,0.0
2013-01-15 11:45:00,0.0
2013-01-15 12:00:00,0.0
2013-01-15 12:15:00,0.0
2013-01-15 12:30:00,0.0
2013-01-15 12:45:00,0.0
2013-01-15 13:00:00,0.0
2013-01-15 13:15:00,0.0
2013-01-15 13:30:00,0.0
2013-01-15 13:45:00,0.0
2013-01-15 14:00:00,0.0
2013-01-15 14:15:00,0.0
2013-01-15 14:30:00,0.0
2013-01-15 14:45:00,0.0
2013-01-15 15:00:00,0.0
2013-01-15 15:15:00,0.0
2013-01-15 15:30:00,0.0
2013-01-15 15:45:00,0.0
2013-01-15 16:00:00,0.0
2013-01-15 16:15:00,0.0
2013-01-15 16:30:00,0.0
2013-01-15 16:45:00,0.0
2013-01-15 17:00:00,0.0
2013-01-15 17:15:00,0.0
2013-01-15 17:30:00,0.0
2013-01-15 17:45:00,0.0
2013-01-15 18:00:00,0.0
2013-01-15 18:15:00,0.0
2013-01-15 18:30:00,0.0
2013-01-15 18:45:00,0.0
2013-01-15 19:00:00,0.0
2013-01-15 19:15:00,0.0
2013-01-15 19:30:00,0.0
2013-01-15 19:45:00,0.0
2013-01-15 20:00:00,0.0
2013-01-15 20:15:00,0.0
2013-01-15 20:30:00,0.0
2013-01-15 20:45:00,0.0
2013-01-15 21:00:00,0.0
2013-01-15 21:15:00,0.0
