NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,Position,ES,SES,BBE,UAS,IdLogNum,PowerTLTMmin,PowerTLTMmax,SecondsTLTS1,PowerRLTMmin,PowerRLTMmax,SecondsRLTS1,SecondsRLTS2
SOEM-M,9309,RAU,2013-01-01 02:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,9.0,12.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 02:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 03:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.6,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 03:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,9.0,16.0,34.0,,,,
SOEM-M,9309,HC,2013-01-01 03:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 03:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,HC,2013-01-01 03:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 03:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,8.0,14.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 03:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 03:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.5,-49.9,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 03:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,14.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 03:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.8,-48.9,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 03:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,15.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 03:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 04:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-50.8,-49.9,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 04:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,14.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 04:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,HC,2013-01-01 04:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 04:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,9.0,12.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 04:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,HC,2013-01-01 04:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 04:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 04:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,9.0,14.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 04:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,11.0,15.0,2.0,,,,
SOEM-M,9309,HC,2013-01-01 04:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 04:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,HC,2013-01-01 05:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 05:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-50.8,-50.2,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 05:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,11.0,14.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 05:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-50.2,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 05:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,9.0,14.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 05:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,HC,2013-01-01 05:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 05:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 05:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,12.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 05:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 05:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,13.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 05:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-50.8,-50.2,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 06:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-50.2,0.0,0.0
SOEM-M,9309,HC,2013-01-01 06:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 06:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,9.0,13.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 06:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 06:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,11.0,15.0,4.0,,,,
SOEM-M,9309,RAU,2013-01-01 06:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,HC,2013-01-01 06:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 06:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.8,-49.9,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 06:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,14.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 06:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,11.0,15.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 06:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.5,-48.6,0.0,0.0
SOEM-M,9309,HC,2013-01-01 06:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 07:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,14.0,0.0,,,,
SOEM-M,9309,HC,2013-01-01 07:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 07:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.8,-49.6,0.0,0.0
SOEM-M,9309,RAU,2013-01-01 07:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,9.0,11.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 07:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,HC,2013-01-01 07:15:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 07:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.3,0.0,0.0
SOEM-M,9309,HC,2013-01-01 07:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 07:30:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,10.0,12.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 07:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-50.8,-49.9,0.0,0.0
SOEM-M,9309,HC,2013-01-01 07:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 07:45:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,11.0,14.0,0.0,,,,
SOEM-M,9309,RAU,2013-01-01 08:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,,,,-51.1,-49.9,0.0,0.0
SOEM-M,9309,HC,2013-01-01 08:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,0.0,0.0,0.0,0.0,0,,,,,,,
SOEM-M,9309,RAU,2013-01-01 08:00:00,15,Near End,803B_04062_00459_6879.262,1+0,-,,,,,0,11.0,16.0,127.0,,,,
