NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,Position,PowerTLTMmin,PowerTLTMmax,SecondsTLTS1,IdLogNum,ES,SES,BBE,UAS,PowerRLTMmin,PowerRLTMmax,SecondsRLTS1,SecondsRLTS2
SOEM-M,5124,RAU,2013-01-01 11:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,HC,2013-01-01 11:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 11:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,RAU,2013-01-01 11:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,RAU,2013-01-01 11:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,RAU,2013-01-01 11:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,HC,2013-01-01 11:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 11:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,RAU,2013-01-01 11:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,HC,2013-01-01 11:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 12:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,RAU,2013-01-01 12:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,HC,2013-01-01 12:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 12:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,RAU,2013-01-01 12:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,HC,2013-01-01 12:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 12:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,RAU,2013-01-01 12:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,HC,2013-01-01 12:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 12:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,HC,2013-01-01 12:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 12:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,RAU,2013-01-01 13:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,RAU,2013-01-01 13:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,HC,2013-01-01 13:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 13:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,HC,2013-01-01 13:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 13:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,RAU,2013-01-01 13:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,RAU,2013-01-01 13:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,HC,2013-01-01 13:30:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 13:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,HC,2013-01-01 13:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 13:45:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,RAU,2013-01-01 14:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
SOEM-M,5124,HC,2013-01-01 14:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,0.0,0.0,0.0,0.0,,,,
SOEM-M,5124,RAU,2013-01-01 14:00:00,15,Near End,a473_00473_01629_5512.73,1+0,-,,,,0,,,,,-50.8,-50.2,0.0,0.0
SOEM-M,5124,RAU,2013-01-01 14:15:00,15,Near End,a473_00473_01629_5512.73,1+0,-,10.0,11.0,0.0,0,,,,,,,,
