Time,link_id,Interval,PowerTLTMmin,PowerTLTMmax,PowerRLTMmin,PowerRLTMmax
2015-12-28 12:15:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 12:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 12:45:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 13:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 13:15:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 13:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 13:45:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 14:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 14:15:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 14:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 14:45:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 15:00:00,c349-b412,15,16,16,-38.9,-38.3
2015-12-28 15:15:00,c349-b412,15,16,16,-38.9,-38.3
2015-12-28 15:30:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 15:45:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 16:00:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 16:15:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 16:30:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 16:45:00,c349-b412,15,16,16,-38.9,-38.3
2015-12-28 17:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 17:15:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 17:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 17:45:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 18:00:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 18:15:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 18:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 18:45:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-28 19:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 19:15:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 19:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 19:45:00,c349-b412,15,16,16,-38.9,-38.3
2015-12-28 20:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 20:15:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-28 20:30:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 20:45:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 21:00:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 21:15:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 21:30:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 21:45:00,c349-b412,15,16,16,-39.5,-38.0
2015-12-28 22:00:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 22:15:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 22:30:00,c349-b412,15,16,16,-39.5,-38.0
2015-12-28 22:45:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-28 23:00:00,c349-b412,15,16,16,-39.5,-38.3
2015-12-28 23:15:00,c349-b412,15,16,16,-39.5,-37.6
2015-12-28 23:30:00,c349-b412,15,16,16,-39.5,-37.6
2015-12-28 23:45:00,c349-b412,15,16,16,-39.2,-37.6
2015-12-29 00:00:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 00:15:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 00:30:00,c349-b412,15,16,16,-39.5,-38.3
2015-12-29 00:45:00,c349-b412,15,16,16,-39.5,-38.3
2015-12-29 01:00:00,c349-b412,15,16,16,-39.5,-38.3
2015-12-29 01:15:00,c349-b412,15,16,16,-39.5,-38.0
2015-12-29 01:30:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 01:45:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 02:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 02:15:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 02:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 02:45:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 03:00:00,c349-b412,15,16,16,-39.8,-38.0
2015-12-29 03:15:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 03:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 03:45:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 04:00:00,c349-b412,15,16,16,-39.5,-38.0
2015-12-29 04:15:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 04:30:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 04:45:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 05:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 05:15:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 05:30:00,c349-b412,15,16,16,-39.2,-38.0
2015-12-29 05:45:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 06:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 06:15:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 06:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 06:45:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 07:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 07:15:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 07:30:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 07:45:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 08:00:00,c349-b412,15,16,16,-39.2,-38.3
2015-12-29 08:15:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 08:30:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 08:45:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 09:00:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 09:15:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 09:30:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 09:45:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 10:00:00,c349-b412,15,16,16,-39.2,-38.6
2015-12-29 10:15:00,c349-b412,15,16,16,-39.5,-38.3
2015-12-29 10:30:00,c349-b412,15,16,16,-39.8,-37.6
