Time,link_id,Interval,PowerTLTMmin,PowerTLTMmax,PowerRLTMmin,PowerRLTMmax
2015-11-30 00:15:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 00:30:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 00:45:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 01:00:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 01:15:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 01:30:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 01:45:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 02:00:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 02:15:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 02:30:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 02:45:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 03:00:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 03:15:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 03:30:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 03:45:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 04:00:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 04:15:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 04:30:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 04:45:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 05:00:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 05:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 05:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 05:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 06:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 06:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 06:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 06:45:00,143a-306a,15,9,9,-51.1,-50.2
2015-11-30 07:00:00,143a-306a,15,9,9,-51.1,-49.9
2015-11-30 07:15:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 07:30:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 07:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 08:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 08:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 08:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 08:45:00,143a-306a,15,9,11,-51.1,-50.2
2015-11-30 09:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 09:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 09:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 09:45:00,143a-306a,15,9,10,-50.8,-50.2
2015-11-30 10:00:00,143a-306a,15,9,10,-50.8,-50.2
2015-11-30 10:15:00,143a-306a,15,10,10,-50.8,-50.2
2015-11-30 10:30:00,143a-306a,15,10,10,-50.8,-50.2
2015-11-30 10:45:00,143a-306a,15,10,10,-51.1,-50.2
2015-11-30 11:00:00,143a-306a,15,10,10,-51.1,-50.2
2015-11-30 11:15:00,143a-306a,15,10,10,-51.1,-50.2
2015-11-30 11:30:00,143a-306a,15,10,10,-51.1,-50.2
2015-11-30 11:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 12:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 12:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 12:30:00,143a-306a,15,9,11,-51.1,-50.2
2015-11-30 12:45:00,143a-306a,15,9,10,-52.4,-50.2
2015-11-30 13:00:00,143a-306a,15,10,14,-51.1,-50.2
2015-11-30 13:15:00,143a-306a,15,10,14,-51.1,-49.9
2015-11-30 13:30:00,143a-306a,15,9,13,-51.1,-50.2
2015-11-30 13:45:00,143a-306a,15,11,17,-51.1,-50.2
2015-11-30 14:00:00,143a-306a,15,10,12,-51.1,-50.2
2015-11-30 14:15:00,143a-306a,15,9,11,-51.1,-50.2
2015-11-30 14:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 14:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 15:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 15:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 15:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 15:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 16:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 16:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 16:30:00,143a-306a,15,9,11,-51.1,-50.2
2015-11-30 16:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 17:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 17:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 17:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 17:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 18:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 18:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 18:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 18:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 19:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 19:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 19:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 19:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 20:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 20:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 20:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 20:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 21:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 21:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 21:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 21:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 22:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 22:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 22:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 22:45:00,143a-306a,15,9,11,-51.1,-50.2
2015-11-30 23:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-11-30 23:15:00,143a-306a,15,9,13,-51.1,-50.2
2015-11-30 23:30:00,143a-306a,15,9,10,-51.1,-49.9
2015-11-30 23:45:00,143a-306a,15,9,16,-51.1,-50.2
2015-12-01 00:00:00,143a-306a,15,10,11,-51.1,-50.2
2015-12-01 00:15:00,143a-306a,15,9,10,-51.1,-49.9
2015-12-01 00:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 00:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 01:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 01:15:00,143a-306a,15,9,11,-51.1,-50.2
2015-12-01 01:30:00,143a-306a,15,10,12,-51.1,-50.2
2015-12-01 01:45:00,143a-306a,15,10,11,-51.1,-50.2
2015-12-01 02:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 02:15:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 02:30:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 02:45:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 03:00:00,143a-306a,15,9,10,-51.1,-50.2
2015-12-01 03:15:00,143a-306a,15,9,10,-51.8,-50.2
2015-12-01 03:30:00,143a-306a,15,9,10,-58.7,-50.2
2015-12-01 03:45:00,143a-306a,15,9,10,-59.6,-50.2
2015-12-01 04:00:00,143a-306a,15,9,10,-54.0,-50.2
2015-12-01 04:15:00,143a-306a,15,9,17,-51.1,-50.2
2015-12-01 04:30:00,143a-306a,15,12,17,-51.1,-50.2
2015-12-01 04:45:00,143a-306a,15,14,17,-51.1,-50.2
