Time,real,fake,rec,fake_det,rec_det,fake_dot_det,rec_dot_det,real_cumsum,fake_cumsum,rec_cumsum,fake_dot_det_cumsum,rec_dot_det_cumsum
2015-01-01 00:00:00,0.0,0.0,0.10000000149011612,1.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0
2015-01-01 00:15:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0
2015-01-01 00:30:00,0.0,0.20999999344348907,0.12999999523162842,1.0,0.0,0.20999999344348907,0.0,0.0,0.20999999344348907,0.22999999672174454,0.20999999344348907,0.0
2015-01-01 00:45:00,0.0,0.2800000011920929,0.10999999940395355,1.0,0.0,0.2800000011920929,0.0,0.0,0.48999999463558197,0.3399999961256981,0.48999999463558197,0.0
2015-01-01 01:00:00,0.0,0.14000000059604645,0.11999999731779099,1.0,0.0,0.14000000059604645,0.0,0.0,0.6299999952316284,0.4599999934434891,0.6299999952316284,0.0
2015-01-01 01:15:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,0.6299999952316284,0.5899999886751175,0.6299999952316284,0.0
2015-01-01 01:30:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6299999952316284,0.5899999886751175,0.6299999952316284,0.0
2015-01-01 01:45:00,0.0,0.0,0.11999999731779099,1.0,0.0,0.0,0.0,0.0,0.6299999952316284,0.7099999859929085,0.6299999952316284,0.0
2015-01-01 02:00:00,0.0,0.0,0.14000000059604645,1.0,0.0,0.0,0.0,0.0,0.6299999952316284,0.8499999865889549,0.6299999952316284,0.0
2015-01-01 02:15:00,0.0,0.11999999731779099,0.12999999523162842,1.0,0.0,0.11999999731779099,0.0,0.0,0.7499999925494194,0.9799999818205833,0.7499999925494194,0.0
2015-01-01 02:30:00,0.0,0.17000000178813934,0.12999999523162842,1.0,0.0,0.17000000178813934,0.0,0.0,0.9199999943375587,1.1099999770522118,0.9199999943375587,0.0
2015-01-01 02:45:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,0.9199999943375587,1.2399999722838402,0.9199999943375587,0.0
2015-01-01 03:00:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,0.9199999943375587,1.3699999675154686,0.9199999943375587,0.0
2015-01-01 03:15:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,0.9199999943375587,1.499999962747097,0.9199999943375587,0.0
2015-01-01 03:30:00,0.0,0.1599999964237213,0.12999999523162842,1.0,0.0,0.1599999964237213,0.0,0.0,1.07999999076128,1.6299999579787254,1.07999999076128,0.0
2015-01-01 03:45:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.07999999076128,1.7599999532103539,1.07999999076128,0.0
2015-01-01 04:00:00,0.0,0.10999999940395355,0.12999999523162842,1.0,0.0,0.10999999940395355,0.0,0.0,1.1899999901652336,1.8899999484419823,1.1899999901652336,0.0
2015-01-01 04:15:00,0.0,0.20000000298023224,0.12999999523162842,1.0,0.0,0.20000000298023224,0.0,0.0,1.3899999931454659,2.0199999436736107,1.3899999931454659,0.0
2015-01-01 04:30:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.3899999931454659,2.149999938905239,1.3899999931454659,0.0
2015-01-01 04:45:00,0.0,0.10000000149011612,0.12999999523162842,1.0,0.0,0.10000000149011612,0.0,0.0,1.489999994635582,2.2799999341368675,1.489999994635582,0.0
2015-01-01 05:00:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.489999994635582,2.409999929368496,1.489999994635582,0.0
2015-01-01 05:15:00,0.0,0.14000000059604645,0.12999999523162842,1.0,0.0,0.14000000059604645,0.0,0.0,1.6299999952316284,2.5399999246001244,1.6299999952316284,0.0
2015-01-01 05:30:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.6299999952316284,2.6699999198317528,1.6299999952316284,0.0
2015-01-01 05:45:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.6299999952316284,2.799999915063381,1.6299999952316284,0.0
2015-01-01 06:00:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.6299999952316284,2.9299999102950096,1.6299999952316284,0.0
2015-01-01 06:15:00,0.0,0.11999999731779099,0.12999999523162842,1.0,0.0,0.11999999731779099,0.0,0.0,1.7499999925494194,3.059999905526638,1.7499999925494194,0.0
2015-01-01 06:30:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.7499999925494194,3.1899999007582664,1.7499999925494194,0.0
2015-01-01 06:45:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.7499999925494194,3.319999895989895,1.7499999925494194,0.0
2015-01-01 07:00:00,0.0,0.0,0.12999999523162842,1.0,0.0,0.0,0.0,0.0,1.7499999925494194,3.4499998912215233,1.7499999925494194,0.0
2015-01-01 07:15:00,0.0,0.15000000596046448,0.12999999523162842,1.0,0.0,0.15000000596046448,0.0,0.0,1.8999999985098839,3.5799998864531517,1.8999999985098839,0.0
2015-01-01 07:30:00,0.0,0.15000000596046448,0.12999999523162842,1.0,0.0,0.15000000596046448,0.0,0.0,2.0500000044703484,3.70999988168478,2.0500000044703484,0.0
2015-01-01 07:45:00,0.0,0.10000000149011612,0.12999999523162842,1.0,0.0,0.10000000149011612,0.0,0.0,2.1500000059604645,3.8399998769164085,2.1500000059604645,0.0
