Time,RainAmoutPredicted[mm/h],RainAmoutGT[mm/h],RainAmoutPredictedCumSum,RainAmoutGTCumSum
2015-01-01 00:00:00,6.234465,0.0,6.234465,0.0
2015-01-01 00:10:00,0.0,0.0,6.234465,0.0
2015-01-01 00:20:00,0.0,0.0,6.234465,0.0
2015-01-01 00:30:00,9.277682,0.0,15.512147,0.0
2015-01-01 00:40:00,0.0,0.0,15.512147,0.0
2015-01-01 00:50:00,5.5270767,0.0,21.0392237,0.0
2015-01-01 01:00:00,8.077587,0.0,29.116810700000002,0.0
2015-01-01 01:10:00,6.608628,0.0,35.725438700000005,0.0
2015-01-01 01:20:00,7.1101613,0.0,42.83560000000001,0.0
2015-01-01 01:30:00,0.0,0.0,42.83560000000001,0.0
2015-01-01 01:40:00,0.0,0.0,42.83560000000001,0.0
2015-01-01 01:50:00,12.529248,0.0,55.36484800000001,0.0
2015-01-01 02:00:00,0.0,0.0,55.36484800000001,0.0
2015-01-01 02:10:00,1.1902204,0.0,56.55506840000001,0.0
2015-01-01 02:20:00,10.080726,0.0,66.63579440000001,0.0
2015-01-01 02:30:00,9.535459,0.0,76.17125340000001,0.0
2015-01-01 02:40:00,9.252198,0.0,85.4234514,0.0
2015-01-01 02:50:00,0.0,0.0,85.4234514,0.0
2015-01-01 03:00:00,1.5268284,0.0,86.9502798,0.0
2015-01-01 03:10:00,11.842663,0.0,98.7929428,0.0
2015-01-01 03:20:00,0.0,0.0,98.7929428,0.0
2015-01-01 03:30:00,2.100277,0.0,100.89321980000001,0.0
2015-01-01 03:40:00,16.102459,0.0,116.99567880000001,0.0
2015-01-01 03:50:00,6.815419,0.0,123.81109780000001,0.0
2015-01-01 04:00:00,4.6242895,0.0,128.4353873,0.0
2015-01-01 04:10:00,0.0,0.0,128.4353873,0.0
2015-01-01 04:20:00,0.0,0.0,128.4353873,0.0
2015-01-01 04:30:00,15.477544,0.0,143.9129313,0.0
2015-01-01 04:40:00,0.0,0.0,143.9129313,0.0
2015-01-01 04:50:00,6.4804907,0.0,150.393422,0.0
2015-01-01 05:00:00,15.95239,0.0,166.345812,0.0
2015-01-01 05:10:00,7.2541223,0.0,173.5999343,0.0
2015-01-01 05:20:00,6.71764,0.0,180.3175743,0.0
