Time,PowerTLTMmax[dBm]_baseline,PowerTLTMmin[dBm]_baseline,PowerRLTMmax[dBm]_baseline,PowerRLTMmin[dBm]_baseline
2015-12-28 12:15:00,0.0,0.0,0.3,0.0
2015-12-28 12:30:00,0.0,0.0,0.0,0.0
2015-12-28 12:45:00,0.0,0.0,0.3,0.0
2015-12-28 13:00:00,0.0,0.0,0.3,0.0
2015-12-28 13:15:00,0.0,0.0,0.3,0.3
2015-12-28 13:30:00,0.0,0.0,0.3,0.3
2015-12-28 13:45:00,0.0,0.0,0.0,0.0
2015-12-28 14:00:00,0.0,0.0,0.0,0.0
2015-12-28 14:15:00,0.0,0.0,0.0,0.0
2015-12-28 14:30:00,0.0,0.0,0.3,0.0
2015-12-28 14:45:00,0.0,0.0,0.0,0.0
2015-12-28 15:00:00,0.0,0.0,0.3,0.3
2015-12-28 15:15:00,0.0,0.0,0.3,0.0
2015-12-28 15:30:00,0.0,0.0,0.3,0.0
2015-12-28 15:45:00,0.0,0.0,0.3,0.0
2015-12-28 16:00:00,0.0,0.0,0.0,0.0
2015-12-28 16:15:00,0.0,0.0,0.0,0.0
2015-12-28 16:30:00,0.0,0.0,0.0,0.0
2015-12-28 16:45:00,0.0,0.0,0.3,0.0
2015-12-28 17:00:00,0.0,0.0,0.0,0.0
2015-12-28 17:15:00,0.0,0.0,0.3,0.0
2015-12-28 17:30:00,0.0,0.0,0.3,0.0
2015-12-28 17:45:00,0.0,0.0,0.3,0.0
2015-12-28 18:00:00,0.0,0.0,0.3,0.3
2015-12-28 18:15:00,0.0,0.0,0.3,0.0
2015-12-28 18:30:00,0.0,0.0,0.3,0.3
2015-12-28 18:45:00,0.0,0.0,0.6,0.3
2015-12-28 19:00:00,0.0,0.0,0.3,0.3
2015-12-28 19:15:00,0.0,0.0,0.3,0.3
2015-12-28 19:30:00,0.0,0.0,0.3,0.3
2015-12-28 19:45:00,0.0,0.0,0.3,0.3
2015-12-28 20:00:00,0.0,0.0,0.3,0.0
