NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,Position,PowerTLTMmin[dBm],PowerTLTMmax[dBm],SecondsTLTS1,IdLogNum,PowerRLTMmin[dBm],PowerRLTMmax[dBm],SecondsRLTS1,SecondsRLTS2,ES,SES,BBE,UAS
SOEM-M,9389,RAU,2013-01-06 12:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 12:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 12:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 12:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 12:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 12:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 12:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 13:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 13:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 13:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 13:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 13:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 13:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-06 13:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 13:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 13:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 13:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 13:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 13:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 14:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 14:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 14:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 14:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 14:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 14:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 14:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 14:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 14:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 14:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 14:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 14:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 15:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 15:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 15:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 15:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 15:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 15:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 15:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 15:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 15:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 15:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 15:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 15:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 16:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 16:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 16:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-06 16:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 16:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 16:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 16:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 16:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 16:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-06 16:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 16:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 16:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 17:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 17:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 17:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 17:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 17:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 17:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 17:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 17:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 17:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 17:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 17:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 17:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 18:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 18:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 18:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 18:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 18:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 18:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 18:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 18:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 18:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 19:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 19:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 19:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 19:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 19:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 19:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 19:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 19:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 19:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 19:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 19:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 19:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 20:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 20:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 20:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 20:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 20:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 20:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-06 20:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 20:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 20:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 20:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 20:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 20:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 21:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 21:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 21:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 21:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 21:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 21:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 21:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 21:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 21:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 21:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 21:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 21:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-06 22:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 22:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 22:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 22:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 22:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 22:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 22:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 22:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 22:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 22:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 22:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 22:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 23:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 23:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 23:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 23:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-06 23:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 23:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-06 23:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 23:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 23:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-06 23:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-06 23:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-06 23:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 00:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 00:00:00,24,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 00:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 00:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 00:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 01:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 01:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 01:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 01:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 02:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 02:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 02:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 02:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 03:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 03:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 03:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 03:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 04:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 04:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 04:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 04:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 05:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 05:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 05:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 05:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 06:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 06:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 06:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 06:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 07:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 07:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 07:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 07:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 08:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 08:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 08:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 08:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 09:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 09:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 09:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 09:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 10:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-07 10:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
