NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,Position,PowerTLTMmin,PowerTLTMmax,SecondsTLTS1,IdLogNum,PowerRLTMmin,PowerRLTMmax,SecondsRLTS1,SecondsRLTS2,ES,SES,BBE,UAS
SOEM-M,5063,HC,2013-01-02 21:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 21:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-02 21:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-02 21:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 21:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-02 21:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 21:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-02 22:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-02 22:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 22:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-02 22:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 22:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-02 22:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-02 22:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-02 22:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-02 22:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 22:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-02 22:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-02 22:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 23:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-02 23:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 23:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-02 23:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-02 23:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 23:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-02 23:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-02 23:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-02 23:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 00:00:00,24,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-52.4,-49.3,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 00:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 00:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 00:00:00,24,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,HC,2013-01-05 00:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 00:00:00,24,Near End,c247_00747_00032_7049.12,1+0,-,1.0,6.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 00:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 00:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 00:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 00:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 00:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 00:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 00:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 00:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 00:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 01:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 01:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 01:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 01:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 01:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 01:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 01:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 01:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 01:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 01:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 01:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 01:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 02:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 02:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 02:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 02:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 02:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 02:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 02:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 02:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 02:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 02:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 02:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 02:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 03:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 03:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 03:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 03:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 03:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 03:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 03:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 03:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,14.0,290.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 03:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 03:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 03:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 03:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,14.0,199.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 04:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 04:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 04:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,5.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 04:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 04:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 04:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 04:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 04:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 04:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 04:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 04:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 04:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 05:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 05:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 05:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 05:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 05:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 05:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 05:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 05:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 05:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 05:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 05:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 05:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 06:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 06:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 06:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 06:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 06:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 06:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 06:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 06:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 06:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 06:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 06:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 06:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 07:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 07:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 07:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 07:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 07:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 07:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 07:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 07:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 07:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 07:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 07:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 07:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 08:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 08:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 08:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 08:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 08:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 08:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 08:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 08:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 08:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 08:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 08:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 08:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 09:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 09:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 09:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 09:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 09:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 09:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,HC,2013-01-05 09:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 09:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 09:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 09:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 09:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 09:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 10:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 10:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 10:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 10:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 10:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 10:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 10:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 10:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 10:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 10:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 10:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 10:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,10.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 11:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-51.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 11:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 11:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,9.0,14.0,784.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 11:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 11:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,4.0,10.0,0.0,0,,,,,,,,
SOEM-M,5063,HC,2013-01-05 11:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,HC,2013-01-05 11:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 11:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,RAU,2013-01-05 11:30:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 11:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 11:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 11:45:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 12:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,3.0,4.0,0.0,0,,,,,,,,
SOEM-M,5063,RAU,2013-01-05 12:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,5063,HC,2013-01-05 12:00:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,5063,RAU,2013-01-05 12:15:00,15,Near End,c247_00747_00032_7049.12,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
